Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	P.0000012.T03.IM3	P.0000082.T01.IM3	P.0000208.T01.IM3	P.0000235.T01.IM3	P.0000299.T01.IM3	P.0000302.T02.IM6	P.0000363.T01.IM3	P.0000458.T01.IM3	P.0000563.T01.IM3	P.0000604.T01.IM3	P.0000670.T01.IM3	P.0000681.T02.IM5	P.0000689.T02.IM5	P.0000731.T01.IM3	P.0000826.T01.IM3	P.0000894.T01.IM3	P.0000913.T02.IM5	P.0000978.T02.IM5	P.0001093.T01.IM3	P.0001121.T01.IM3	P.0001171.T01.IM3	P.0001340.T01.IM3	P.0001365.T02.IM3	P.0001385.T01.IM3	P.0001633.T01.IM3	P.0001665.T01.IM3	P.0001830.T01.IM3	P.0001836.T01.IM3	P.0001867.T01.IM3	P.0001955.T01.IM3	P.0001977.T01.IM3	P.0002028.T01.IM3	P.0002151.T01.IM3	P.0002160.T01.IM3	P.0002225.T02.IM5	P.0002247.T01.IM3	P.0002252.T01.IM3	P.0002295.T01.IM3	P.0002320.T01.IM3	P.0002351.T01.IM3	P.0002444.T01.IM3	P.0002485.T01.IM3	P.0002546.T01.IM3	P.0002559.T01.IM3	P.0002637.T01.IM3	P.0002639.T01.IM3	P.0002731.T02.IM5	P.0002751.T01.IM3	P.0002758.T01.IM3	P.0002766.T01.IM3	P.0002794.T02.IM5	P.0002806.T01.IM3	P.0002826.T01.IM3	P.0002874.T01.IM3	P.0002890.T01.IM3	P.0002905.T01.IM3	P.0002912.T01.IM3	P.0002917.T01.IM3	P.0002921.T01.IM3	P.0002965.T01.IM3	P.0002969.T01.IM3	P.0003017.T01.IM3	P.0003034.T01.IM5	P.0003119.T01.IM5	P.0003132.T01.IM5	P.0003157.T01.IM5	P.0003229.T01.IM5	P.0003275.T01.IM5	P.0003322.T01.IM5	P.0003347.T01.IM5	P.0003368.T01.IM5	P.0003495.T01.IM5	P.0003562.T02.IM5	P.0003584.T01.IM5	P.0003735.T01.IM5	P.0003738.T02.IM5	P.0003782.T01.IM5	P.0003869.T01.IM5	P.0003913.T01.IM3	P.0003964.T01.IM3	P.0003970.T02.IM5	P.0004020.T01.IM5	P.0004054.T01.IM5	P.0004232.T01.IM5	P.0004279.T01.IM5	P.0004436.T01.IM5	P.0004442.T01.IM5	P.0004463.T01.IM5	P.0004472.T01.IM5	P.0004495.T01.IM5	P.0004517.T01.IM5	P.0004588.T01.IM5	P.0004701.T01.IM5	P.0004752.T01.IM5	P.0004759.T01.IM5	P.0004827.T01.IM5	P.0004890.T01.IM5	P.0004961.T02.IM5	P.0004996.T02.IM5	P.0005048.T01.IM5	P.0005115.T01.IM5	P.0005289.T01.IM5	P.0005295.T01.IM5	P.0005320.T01.IM5	P.0005510.T01.IM5	P.0005629.T02.IM5	P.0005721.T01.IM5	P.0005752.T01.IM5	P.0005792.T01.IM5	P.0005848.T01.IM5	P.0005898.T01.IM5	P.0005975.T01.IM5	P.0005981.T01.IM5	P.0006047.T02.IM5	P.0006071.T01.IM5	P.0006084.T01.IM5	P.0006114.T02.IM5	P.0006294.T01.IM5	P.0006312.T02.IM5	P.0006330.T01.IM5	P.0006343.T01.IM5	P.0006364.T01.IM5	P.0006415.T01.IM5	P.0006540.T01.IM5	P.0006642.T01.IM5	P.0006724.T01.IM5	P.0006768.T02.IM5	P.0006895.T01.IM5	P.0006954.T01.IM5	P.0006993.T01.IM5	P.0007084.T02.IM5	P.0007088.T02.IM5	P.0007101.T02.IM5	P.0007121.T01.IM5	P.0007123.T01.IM5	P.0007278.T01.IM5	P.0007418.T01.IM5	P.0007420.T01.IM5	P.0007493.T02.IM5	P.0007582.T01.IM5	P.0007583.T01.IM5	P.0007597.T01.IM5	P.0007619.T01.IM5	P.0007633.T01.IM5	P.0007757.T02.IM5	P.0007861.T01.IM5	P.0007879.T01.IM5	P.0007977.T01.IM5	P.0007978.T01.IM5	P.0008176.T01.IM5	P.0008239.T01.IM5	P.0008295.T01.IM5	P.0008322.T01.IM5	P.0008370.T01.IM5	P.0008406.T01.IM5	P.0008442.T02.IM5	P.0008715.T01.IM5	P.0008786.T01.IM5	P.0008848.T01.IM5	P.0008851.T01.IM5	P.0008935.T01.IM5	P.0008944.T01.IM5	P.0008976.T01.IM5	P.0009080.T01.IM5	P.0009202.T01.IM5	P.0009256.T01.IM5	P.0009274.T01.IM5	P.0009293.T01.IM5	P.0009319.T01.IM5	P.0009379.T01.IM5	P.0009419.T01.IM5	P.0009426.T01.IM5	P.0009469.T01.IM5	P.0009473.T01.IM5	P.0009501.T01.IM5	P.0009505.T01.IM5	P.0009521.T01.IM5	P.0009586.T01.IM5	P.0009655.T01.IM5	P.0009680.T01.IM5	P.0009763.T01.IM5	P.0009764.T01.IM5	P.0009833.T01.IM5	P.0009959.T01.IM5	P.0010024.T01.IM5	P.0010025.T01.IM5	P.0010065.T01.IM5	P.0010213.T01.IM5	P.0010256.T01.IM5	P.0010636.T01.IM5	P.0010648.T01.IM5	P.0010715.T01.IM5	P.0010736.T01.IM5	P.0010760.T01.IM5	P.0010840.T02.IM5	P.0010891.T01.IM5	P.0010986.T01.IM5	P.0011033.T01.IM5	P.0011036.T01.IM5	P.0011149.T01.IM5	P.0011180.T01.IM5	P.0011192.T01.IM5	P.0011244.T01.IM5	P.0011254.T01.IM5	P.0011499.T01.IM5	P.0011541.T01.IM5	P.0011559.T01.IM5	P.0012076.T01.IM5	P.0012192.T02.IM5	P.0012373.T01.IM5	P.0012427.T01.IM5	P.0012629.T01.IM5	P.0012729.T01.IM5	P.0012817.T01.IM5	P.0012846.T01.IM5	P.0012849.T01.IM5	P.0012866.T01.IM5	P.0012908.T01.IM5	P.0012931.T01.IM5	P.0013653.T01.IM5	P.0014172.T01.IM5	P.0014269.T01.IM6	P.0014451.T01.IM6	P.0014529.T01.IM6	P.0014599.T01.IM6	P.0014786.T01.IM6	P.0014818.T01.IM6	P.0015078.T01.IM6	P.0015296.T01.IM6	P.0015531.T01.IM6	P.0015556.T01.IM6	P.0015758.T01.IM6	P.0015771.T01.IM6	P.0015780.T01.IM6	P.0015785.T01.IM6	P.0015984.T01.IM6	P.0016033.T01.IM6	P.0016046.T01.IM6	P.0016646.T01.IM6	P.0016809.T01.IM6	
Amplification Peak 11	5q35.3  	chr5:161322890-180915260(probes 13564:13684)	chr5:176675255-176719056(probes 13592:13596)	chr5:154936213-180915260(probes 13562:13684)	2.7549e-05	 2.7549e-05		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	1	1	0	0	2	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	
Amplification Peak 12	6p22.2  	chr6:25606679-26172060(probes 13942:13961)    	chr6:26026562-26153060(probes 13944:13958)    	chr6:25795578-30679234(probes 13943:13965)    	0.027991	    0.17581		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	
Amplification Peak 13	6p21.2  	chr6:26172062-68164957(probes 13963:14128)    	chr6:36652100-37140859(probes 13995:13999)    	chr6:29230684-41460286(probes 13964:14005)    	0.016181	   0.045239		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	
Amplification Peak 14	7p22.1  	chr7:3372250-6442011(probes 15454:15467)        	chr7:6414385-6441578(probes 15464:15466)        	chr7:1-19616436(probes 15356:15510)            	2.6132e-06	 4.5116e-06		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	2	0	1	1	1	0	1	1	1	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	1	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	2	2	2	0	0	1	2	1	0	1	0	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	2	1	1	1	0	0	0	1	0	1	1	1	2	1	0	0	0	2	1	0	0	1	0	1	1	
Amplification Peak 15	7p11.2  	chr7:53722881-64721545(probes 16075:16088)    	chr7:55211091-56749206(probes 16078:16087)    	chr7:50739456-71297515(probes 16073:16091)    	2.3106e-15	 1.6419e-14		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	2	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	2	1	1	0	1	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	2	1	1	1	1	1	0	2	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	2	2	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	2	1	0	0	0	1	1	0	1	1	0	1	1	
Amplification Peak 16	7q31.2  	chr7:107730750-123382289(probes 16547:16563)	chr7:116381039-121090858(probes 16554:16562)	chr7:111820091-123402250(probes 16548:16565)	0.0014518	  0.0023801		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	2	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	2	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	2	0	2	2	0	0	0	1	1	0	1	1	0	0	1	
Amplification Peak 17	8p11.22 	chr8:38285910-55364060(probes 18797:18804)    	chr8:38287334-53901285(probes 18798:18803)    	chr8:36092422-55370851(probes 18794:18806)    	0.03341	    0.03341		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	
Amplification Peak 18	8q21.3  	chr8:90967552-91433916(probes 19286:19292)    	chr8:90983461-90993041(probes 19289:19289)    	chr8:81288926-146364022(probes 19278:19451)  	3.7697e-05	   0.026377		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	1	0	1	1	1	1	0	1	1	0	0	1	2	1	2	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	2	1	1	1	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	1	1	0	2	1	0	0	0	0	0	1	0	0	2	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	2	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	2	0	0	1	1	1	0	0	0	1	0	1	2	0	1	1	0	1	0	0	1	2	1	1	2	0	1	0	1	0	1	1	0	0	1	0	1	2	0	2	1	1	0	0	0	1	0	1	1	1	2	0	0	0	1	0	1	2	1	0	0	0	0	0	0	2	1	1	1	1	0	1	0	1	1	1	2	1	0	0	0	1	1	1	1	1	1	0	0	
Amplification Peak 19	8q24.3  	chr8:142098978-146364022(probes 19442:19451)	chr8:143486699-146364022(probes 19443:19451)	chr8:81288926-146364022(probes 19278:19451)  	1.9903e-14	 3.8587e-13		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	2	2	1	1	0	0	0	1	2	0	2	0	2	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	2	0	0	0	0	1	1	1	1	1	1	0	2	1	0	0	0	1	0	1	1	0	2	1	0	1	1	0	1	0	0	1	0	1	1	0	2	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	2	1	1	0	1	1	1	1	0	0	1	1	0	0	1	2	0	0	2	1	1	0	0	0	1	0	2	2	0	1	0	0	1	0	0	1	2	2	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	2	0	0	0	1	0	1	2	1	0	0	1	1	0	1	2	1	1	1	2	0	1	0	1	1	1	2	1	0	0	1	1	1	1	2	1	1	1	0	
Amplification Peak 20	9q34.3  	chr9:138663797-141213431(probes 21304:21319)	chr9:139395153-141213431(probes 21307:21319)	chr9:133760214-141213431(probes 21296:21319)	0.0003188	  0.0003188		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Amplification Peak 21	10q21.2 	chr10:56851397-63851704(probes 22592:22609)  	chr10:63661480-63816976(probes 22594:22605)  	chr10:60277550-70342887(probes 22593:22613)  	0.003773	   0.003773		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	
Amplification Peak 22	11q13.3 	chr11:69456182-69465967(probes 24071:24073)  	chr11:69457908-69462835(probes 24072:24072)  	chr11:62789132-101981739(probes 24049:24160)	3.5242e-20	 3.5242e-20		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	2	1	1	0	1	1	0	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	1	1	0	1	0	1	2	2	0	1	0	1	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	2	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	2	1	2	0	0	0	0	0	0	0	1	0	0	
Amplification Peak 23	12p13.33	chr12:1-1023647(probes 24635:24650)             	chr12:1-1022587(probes 24635:24649)              	chr12:1-11905448(probes 24635:24665)           	0.0053969	  0.0062956		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	2	0	0	0	0	
Amplification Peak 24	12p12.1 	chr12:21652498-28073171(probes 24727:24735)  	chr12:22968379-27578911(probes 24728:24734)  	chr12:22968379-31944896(probes 24728:24738)  	0.088358	   0.096381		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	1	1	0	1	0	0	1	0	1	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	2	0	0	0	0	
Amplification Peak 25	12q13.2 	chr12:55427312-58143261(probes 25067:25080)  	chr12:56481877-56494994(probes 25071:25077)  	chr12:55427312-61902912(probes 25067:25088)  	0.0073439	   0.040559		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	
Amplification Peak 26	12q15   	chr12:65379374-77814030(probes 25132:25142)  	chr12:69202266-69210658(probes 25136:25137)  	chr12:62755632-77833813(probes 25130:25144)  	2.6132e-06	 1.0521e-05		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	0	1	0	1	0	2	1	0	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	
Amplification Peak 27	14q13.3 	chr14:33107173-38058060(probes 27978:27983)  	chr14:36558078-38055060(probes 27979:27982)  	chr14:1-50484851(probes 27871:27994)         	8.3652e-33	 8.3652e-33		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	2	1	2	0	0	0	0	0	1	0	2	0	1	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	2	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	1	1	0	0	2	0	0	1	2	1	0	1	1	0	2	0	0	1	0	0	2	1	0	2	0	1	0	1	2	0	1	0	0	2	0	0	1	2	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	1	0	1	0	0	1	0	0	1	2	0	0	1	0	0	2	0	0	2	1	2	0	0	0	0	1	1	0	1	0	0	0	0	
