Gene Symbol	Gene ID	Cytoband	X1032	X103	X1040	X106	X1364	X1552	X1634	X1677	X1718	X2176	X2556	X2577	X2587	X429	X655	X860	X991
ANXA2R	389289	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.464	-0.072	0.088	-0.005	0.000	-0.028	0.595
LOC153684	153684	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.464	-0.072	0.088	-0.005	0.000	-0.028	0.595
LOC100132356	100132356	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.464	-0.072	0.088	-0.005	0.000	-0.028	0.595
LOC100506639	100506639	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.464	-0.072	0.088	-0.005	0.000	-0.028	0.595
ZNF131	7690	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
NIM1K	167359	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
HMGCS1	3157	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
CCL28	56477	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
TMEM267	64417	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
C5orf34	375444	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
PAIP1	10605	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
NNT-AS1	100652772	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
NNT	23530	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
FGF10	2255	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
BRCAT107	102723839	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
BRCAT54	100506674	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
FGF10-AS1	101927075	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
MRPS30	10884	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.258	0.345	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
HCN1	348980	5p12	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.017	0.371	0.983	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
EMB	133418	5q11.1	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.244	0.371	0.983	0.588	-0.072	0.088	-0.005	0.000	-0.028	0.595
PARP8	79668	5q11.1	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.244	0.371	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
ISL1	3670	5q11.1	0.255	-0.765	0.050	0.000	0.151	-0.031	0.003	-0.244	-0.107	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
LOC100287592	100287592	5q11.1	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.244	-0.107	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
LOC642366	642366	5q11.1	0.255	0.010	0.050	0.000	0.151	-0.031	0.003	-0.244	-0.107	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
ITGA1	3672	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.031	-0.245	-0.244	-0.107	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
PELO	53918	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.031	-0.245	-0.244	-0.107	0.983	-0.154	-0.072	0.088	-0.005	0.000	-0.028	0.595
ITGA2	3673	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.031	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
MOCS2	4338	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.031	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
LOC257396	257396	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.031	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
FST	10468	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.218	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
NDUFS4	4724	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
ARL15	54622	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
MIR4459|chr5	100616233	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
MIR581	693166	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
HSPB3	8988	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
LINC01033	104355136	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
SNX18	112574	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
LOC102467080	102467080	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
ESM1	11082	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
GZMK	3003	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
LOC102467081	102467081	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
GZMA	3001	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	0.983	-0.154	-0.401	0.088	-0.005	0.000	-0.028	0.595
CDC20B	166979	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
GPX8	493869	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIR449A	554213	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIR449B	693123	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIR449C	100313923	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MCIDAS	345643	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
CCNO	10309	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
DHX29	54505	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
SKIV2L2	23517	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
PLPP1	8611	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIR5687	100847019	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
RNF138P1	379013	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
SLC38A9	153129	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
DDX4	54514	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
IL31RA	133396	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
IL6ST	3572	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
FLJ31104	441072	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
ANKRD55	79722	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LOC102467147	102467147	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
C5orf67	101928448	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MAP3K1	4214	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
SETD9	133383	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIER3	166968	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
GPBP1	65056	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
ACTBL2	345651	5q11.2	-0.247	-0.765	0.050	0.000	0.151	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LINCR-0003	100996645	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LOC101928505	101928505	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LOC101928539	101928539	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LOC101928569	101928569	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
PLK2	10769	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
GAPT	202309	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
MIR548AE2	100616339	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
LOC101928600	101928600	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
RAB3C	115827	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
PDE4D	5144	5q11.2	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
MIR582	693167	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.028	0.595
DEPDC1B	55789	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
PART1	25859	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
ELOVL7	79993	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
ERCC8	1161	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
NDUFAF2	91942	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
CTC-436P18.1	101928630	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
SMIM15	643155	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
ZSWIM6	57688	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
C5orf64	285668	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
LOC101928651	101928651	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
LOC100506526	100506526	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	0.092	0.595
KIF2A	3796	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.401	0.088	-0.763	0.000	-0.529	0.595
DIMT1	27292	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.176	0.088	-0.763	0.000	-0.529	0.595
IPO11	51194	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
IPO11-LRRC70	101180901	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
LRRC70	100130733	5q12.1	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.176	0.088	-0.763	0.000	-0.529	0.595
HTR1A	3350	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
RNF180	285671	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
RGS7BP	401190	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
FAM159B	100132916	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
SREK1IP1	285672	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
CWC27	10283	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
ADAMTS6	11174	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
CENPK	64105	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
PPWD1	23398	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
TRIM23	373	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
TRAPPC13	80006	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
SGTB	54557	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.763	0.000	-0.529	0.595
NLN	57486	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
ERBIN	55914	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.771	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
LOC100303749	100303749	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.517	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
SREK1	140890	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.771	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
LOC101928769	101928769	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.771	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
MAST4	375449	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.771	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.407	-0.020	0.000	-0.529	0.595
LOC101928794	101928794	5q12.3	-0.247	-0.765	0.050	0.000	-0.503	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	0.088	-0.020	0.000	-0.529	0.595
CD180	4064	5q12.3	-0.247	-0.765	0.050	0.000	0.110	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.407	-0.020	0.000	-0.529	0.595
LOC101928858	101928858	5q13.1	-0.247	-0.765	0.050	0.000	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.407	-0.698	0.000	-0.529	0.595
LOC102467655	102467655	5q13.1	-0.247	-0.765	0.050	0.000	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.407	-0.698	0.000	-0.529	0.595
PIK3R1	5295	5q13.1	-0.247	-0.765	0.050	0.000	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.407	-0.698	0.000	-0.529	0.595
LOC101928885	101928885	5q13.1	-0.247	-0.765	0.050	0.000	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.206	-0.698	0.000	-0.529	0.595
SLC30A5	64924	5q13.1	-0.247	-0.765	0.050	0.000	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.440	-0.206	-0.698	0.000	-0.529	0.595
CCNB1	891	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.529	0.595
CENPH	64946	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
MRPS36	92259	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
CDK7	1022	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
CCDC125	202243	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
AK6	102157402	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
TAF9	6880	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
RAD17	5884	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.595
MARVELD2	153562	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.280
LOC101928924	101928924	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.280
OCLN	100506658	5q13.2	-0.247	-0.765	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.698	0.000	-0.294	0.280
GTF2H2B	653238	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
GTF2H2C_2	730394	5q13.2	-0.247	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
GTF2H2C	728340	5q13.2	-0.247	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
GUSBP3	653188	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-1.292	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
LOC102724392	102724392	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-1.292	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
SMA4	11039	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.458	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
SERF1A	8293	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
SERF1B	728492	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
SMN1	6606	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
SMN2	6607	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.457	0.280
GTF2H2	2966	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
LOC441081	441081	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-1.292	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
SMA5	11042	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-1.292	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-1.293	0.000	-0.884	0.280
GUSBP9	100049076	5q13.2	0.305	-1.293	0.050	0.173	-0.433	-1.292	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.755	0.000	-0.884	0.280
NAIP	4671	5q13.2	-0.190	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.755	0.000	-0.457	0.280
LOC647859	647859	5q13.2	-0.190	-1.293	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.755	0.000	-0.457	0.280
BDP1	55814	5q13.2	-0.190	-0.760	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.755	0.000	-0.457	0.547
PMCHL2	5370	5q13.2	-0.190	-0.760	0.050	0.173	-0.433	-0.518	-0.245	-0.244	-0.107	-0.274	-0.154	-0.279	-0.206	-0.755	0.000	-0.457	0.280
